tipo,nome,municipio,uf,endereco,horario,latitude,longitude,regiao,fonte
Delegacia Especializada,Delegacia Especializada De Polícia De Lábrea,Lábrea,AM,"Rua Villa Lobos, nº 1.100 – São José",08h–14h,-7.2580,-64.7940,Interior,Planilha unidades enfrentamento AM
CREAS,Creas Centro De Referencia Especializado Da Assistência Social - Mariana Seabra Nascimento,Tonantins,AM,,,-2.86261,-67.773548,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas,Autazes,AM,,,-3.583328,-59.130152,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas - Casa Da Esperança,Benjamin Constant,AM,,,-4.378275,-70.02906,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas,Itapiranga,AM,,,-2.74612,-58.025377,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas Ipixuna,Ipixuna,AM,,,-7.050283,-71.691232,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas,Boca do Acre,AM,,,-8.755349,-67.393087,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas,Barreirinha,AM,,,-2.798863,-57.067897,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas - Centro De Referência Especializado De Assistência Social,Beruri,AM,,,-3.900714,-61.371732,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas,Boa Vista do Ramos,AM,,,-2.971693,-57.586982,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas Santa Souza,Borba,AM,,,-4.393478,-59.594772,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas - Centro De Referencia Especializada De Assistencia Social,Parintins,AM,,,-2.634457,-56.731932,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas Centro De Referência Especializada Da Assistencia Social,Tapauá,AM,,,-5.623228,-63.187916,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas,Apuí,AM,,,-7.194019,-59.883019,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas Izaura Ferreira Martins,Caapiranga,AM,,,-3.318888,-61.20964,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas Eliney Ferreira Mendes,Coari,AM,,,-4.088596,-63.143117,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas,Careiro,AM,,,-3.818528,-60.361651,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas,Careiro da Várzea,AM,,,-3.197024,-59.82591,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas - Sebastiana Enoy Monteiro Gomes,Eirunepé,AM,,,-6.656765,-69.866161,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas,Juruá,AM,,,-3.474667,-66.062234,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas - Centro De Referência Especializado De Assistência Social,Lábrea,AM,,,-7.261368,-64.792451,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas - Centro De Referencia Especializado De Assistencia Social,Maués,AM,,,-3.37958,-57.719607,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas - Laurinete Ferreira De Oliveira,Manacapuru,AM,,,-3.299677,-60.621353,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas,Manaquiri,AM,,,-3.430588,-60.459308,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas,Pauini,AM,,,-7.712221,-66.999844,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas Edson De Souza Passos,Novo Aripuanã,AM,,,-5.125929,-60.373179,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas,Rio Preto da Eva,AM,,,-2.699065,-59.701249,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas,São Sebastião do Uatumã,AM,,,-2.571934,-57.870362,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas Tefe I,Tefé,AM,,,-3.348528,-64.710228,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas -Centro De Referencia Especializado Da Assistencia Social,Urucará,AM,,,-2.537073,-57.759025,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas,Urucurituba,AM,,,-3.130433,-58.154916,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas - Centro De Referência Especializada De Assistência Social,Alvarães,AM,,,-3.215579,-64.814833,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas,Anori,AM,,,-3.743525,-61.66052,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas - Sentinela Do Javarí,Atalaia do Norte,AM,,,-4.365855,-70.190874,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas - Centro De Referencia Especializado De Assistencia Social,Barcelos,AM,,,-0.972921,-62.925635,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas Carauari,Carauari,AM,,,-4.876643,-66.896143,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas,Envira,AM,,,-7.437889,-70.028143,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas Jutai,Jutaí,AM,,,-2.747148,-66.772126,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas Maria Da Gloria Dos Reis Morais,Manicoré,AM,,,-5.804618,-61.289483,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas Maraa,Maraã,AM,,,-1.853558,-65.589775,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas -Centro De Referência Especializado De Assistência Social,Novo Airão,AM,,,-2.626024,-60.943441,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas Centro De Referência Especializado Da Assistência Social De Nhamundá,Nhamundá,AM,,,-2.192152,-56.711131,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas Nova Olinda Do Norte,Nova Olinda do Norte,AM,,,-3.894466,-59.088384,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas Centro De Referencia Especializado Da Assistencia Social,Presidente Figueiredo,AM,,,-2.048636,-60.023666,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas,Santa Isabel do Rio Negro,AM,,,-0.416039,-65.01531,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas - Centro De Referencia Especializada De Assistencia,São Gabriel da Cachoeira,AM,,,-0.124971,-67.081385,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas De Santo Antonio Do Ica,Santo Antônio do Içá,AM,,,-3.095443,-67.946279,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas,São Paulo de Olivença,AM,,,-3.465063,-68.946846,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas Tabatinga,Tabatinga,AM,,,-4.224725,-69.93622,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas Iranduba,Iranduba,AM,,,-3.27582,-60.186743,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas Centro Especializado De Referência Da Assistência Social,Itacoatiara,AM,,,-3.14779,-58.446104,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas Codajás Elza De Lima Maia,Codajás,AM,,,-3.84132,-62.060344,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas,Itamarati,AM,,,-6.438519,-68.243739,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas Centro De Referência Especializado De Assistência Social,Canutama,AM,,,-6.533002,-64.383497,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas,Japurá,AM,,,-1.880847,-66.996766,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas,Fonte Boa,AM,,,-2.514746,-66.094842,Interior,CADSUAS/MDS + agendamentocras.com.br
CREAS,Creas - Casa Dos Direitos Especiais,Humaitá,AM,,,-7.50994,-63.024867,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS 7 de Setembro,Urucurituba,AM,,,-3.130433,-58.154916,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Crispim Lobo,Urucará,AM,,,-2.537073,-57.759025,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Castelo Branco,Uarini,AM,,,-2.982706,-65.157861,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Benjamin Constant,Tonantins,AM,,,-2.86261,-67.773548,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Jerusalém,Tefé,AM,,,-3.348528,-64.710228,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Abial,Tefé,AM,,,-3.348528,-64.710228,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Monteiro de Souza,Tefé,AM,,,-3.348528,-64.710228,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Central de Tapauá,Tapauá,AM,,,-5.623228,-63.187916,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Comunidade São Francisco,Tabatinga,AM,,,-4.224725,-69.93622,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Marechal Mallet,Tabatinga,AM,,,-4.224725,-69.93622,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Coronel José Esteves,Silves,AM,,,-2.837261,-58.21052,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Centro,São Sebastião do Uatumã,AM,,,-2.571934,-57.870362,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Barão do Rio Branco,São Paulo de Olivença,AM,,,-3.465063,-68.946846,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Dabaru,São Gabriel da Cachoeira,AM,,,-0.124971,-67.081385,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Álvaro Maia,São Gabriel da Cachoeira,AM,,,-0.124971,-67.081385,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Rui Barbosa,Santo Antônio do Içá,AM,,,-3.095443,-67.946279,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS João Pessoa,Santa Isabel do Rio Negro,AM,,,-0.416039,-65.01531,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Governador Ângelo Amaral,Rio Preto da Eva,AM,,,-2.699065,-59.701249,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Maroaga,Presidente Figueiredo,AM,,,-2.048636,-60.023666,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Urubuí,Presidente Figueiredo,AM,,,-2.048636,-60.023666,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Getúlio Vargas,Pauini,AM,,,-7.712221,-66.999844,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Itaúna II,Parintins,AM,,,-2.634457,-56.731932,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS União,Parintins,AM,,,-2.634457,-56.731932,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Paulo Corrêa,Parintins,AM,,,-2.634457,-56.731932,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Vila Novo Horizonte,Novo Aripuanã,AM,,,-5.125929,-60.373179,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS 16 de Fevereiro,Novo Aripuanã,AM,,,-5.125929,-60.373179,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Antenor Carlos Frederico,Novo Airão,AM,,,-2.626024,-60.943441,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Triunfo,Nova Olinda do Norte,AM,,,-3.894466,-59.088384,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Furtado Belém,Nhamundá,AM,,,-2.192152,-56.711131,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Castelo Branco,Maraã,AM,,,-1.853558,-65.589775,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Auxiliadora,Manicoré,AM,,,-5.804618,-61.289483,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS 5 de Setembro,Manaquiri,AM,,,-3.430588,-60.459308,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Novo Manacá,Manacapuru,AM,,,-3.299677,-60.621353,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS São José,Manacapuru,AM,,,-3.299677,-60.621353,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Terra Preta,Manacapuru,AM,,,-3.299677,-60.621353,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS 22 de Outubro,Lábrea,AM,,,-7.261368,-64.792451,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Francisco de Paula,Juruá,AM,,,-3.474667,-66.062234,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Coronel Salgado,Japurá,AM,,,-1.880847,-66.996766,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Beira Rio,Itamarati,AM,,,-6.438519,-68.243739,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Mamoud Amed,Itacoatiara,AM,,,-3.14779,-58.446104,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Jauary,Itacoatiara,AM,,,-3.14779,-58.446104,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Benjamin Constant,Itacoatiara,AM,,,-3.14779,-58.446104,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Rio Madeira,Iranduba,AM,,,-3.27582,-60.186743,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Amazonas,Ipixuna,AM,,,-7.050283,-71.691232,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS São Domingos Sávio,Humaitá,AM,,,-7.50994,-63.024867,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS 5 de Setembro,Humaitá,AM,,,-7.50994,-63.024867,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Marechal Rondon,Fonte Boa,AM,,,-2.514746,-66.094842,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Senador Fábio Lucena,Envira,AM,,,-7.437889,-70.028143,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Santo Antônio,Eirunepé,AM,,,-6.656765,-69.866161,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Getúlio Vargas,Eirunepé,AM,,,-6.656765,-69.866161,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Quintino Bocaiuva,Codajás,AM,,,-3.84132,-62.060344,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Urucu,Coari,AM,,,-4.088596,-63.143117,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS 5 de Setembro,Coari,AM,,,-4.088596,-63.143117,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Solimões,Careiro da Várzea,AM,,,-3.197024,-59.82591,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Santa Luzia,Carauari,AM,,,-4.876643,-66.896143,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Rui Barbosa,Carauari,AM,,,-4.876643,-66.896143,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS João Batista,Canutama,AM,,,-6.533002,-64.383497,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Marechal Deodoro,Caapiranga,AM,,,-3.318888,-61.20964,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Getúlio Vargas,Borba,AM,,,-4.393478,-59.594772,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Platô do Piquiá,Boca do Acre,AM,,,-8.755349,-67.393087,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS 7 de Setembro,Boca do Acre,AM,,,-8.755349,-67.393087,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Castelo Branco,Boa Vista do Ramos,AM,,,-2.971693,-57.586982,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Frei Ludovico,Benjamin Constant,AM,,,-4.378275,-70.02906,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Boa Vista,Barreirinha,AM,,,-2.798863,-57.067897,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Tenreiro Aranha,Barcelos,AM,,,-0.972921,-62.925635,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS 1º de Maio,Atalaia do Norte,AM,,,-4.365855,-70.190874,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS 31 de Março,Anori,AM,,,-3.743525,-61.66052,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Raimundo Pereira,Anamã,AM,,,-3.579736,-61.405,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Beira Rio,Amaturá,AM,,,-3.364051,-68.199469,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS João Paulo II,Alvarães,AM,,,-3.215579,-64.814833,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Donga Michiles,Maués,AM,,,-3.37958,-57.719607,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Quintino Bocaiuva,Maués,AM,,,-3.37958,-57.719607,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Getúlio Vargas,Autazes,AM,,,-3.583328,-59.130152,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Amazonas,Apuí,AM,,,-7.194019,-59.883019,Interior,CADSUAS/MDS + agendamentocras.com.br
CRAS,CRAS Autazes,Autazes,AM,,,-3.583328,-59.130152,Interior,CADSUAS/MDS + agendamentocras.com.br
